League,Date,Time,Round,Home,Away,Class_Home,Class_Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,p_H,p_D,p_A,CV_HDA,P_expt_H,P_expt_A,Media_Saldo_Golos_H_HT,CV_Saldo_Golos_H_HT,Media_Saldo_Golos_H_FT,CV_Saldo_Golos_H_FT,PPJ_H,CV_PPJ_H,Power_Ranking_HT_H,CV_Power_Ranking_HT_H,Power_Ranking_FT_H,CV_Power_Ranking_FT_H,Average_Goals_Scored_by_Home_Teams,Average_Goals_Conceded_by_Home_Teams,Media_Total_1HT_H,CV_Media_Total_1HT_H,Media_Total_2HT_H,CV_Media_Total_2HT_H,Media_Geral_GM_H,Media_Geral_GS_H,Media_GM_H_6j,Media_GS_H_6j,Media_primeiro_gol_home,Media_primeiro_gol_home_sofrido,Porc_Marcou_Primeiro_Golo_H,Porc_Marcou_Primeiro_Golo_H_1P,Porc_Sofreu_Primeiro_Golo_H,Porc_Sofreu_Primeiro_Golo_H_1P,media_chutes_home,media_chutes_por_gol_H,media_movel_chutes_por_gol_H,media_ataques_perigosos_por_gol_H,media_movel_ataques_perigosos_por_gol_H,media_cartoes_amarelos_H,media_movel_media_cartoes_amarelos_H,media_cartoes_vermelhos_H,media_movel_media_cartoes_vermelhos_H,Media_FT_Corners_H_MAR,CV_Corners_H_MAR,Media_FT_Corners_H_SFR,CV_Corners_H_SFR,Media_VG_H,CV_VG_H,Media_CG_H,CV_CG_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Over15FT_Home,Porc_Over25FT_Home,Porc_BTTS_Home,Porc_Home_Win,0x0_Home,1x0_Home,1x1_Home,0x1_Home,2x0_Home,2x1_Home,2x2_Home,0x2_Home,1x2_Home,3x0_Home,3x1_Home,3x2_Home,3x3_Home,0x3_Home,1x3_Home,2x3_Home,Goleada_Home,O_qualquer_Empate_Home,Media_Saldo_Golos_A_HT,CV_Saldo_Golos_A_HT,Media_Saldo_Golos_A_FT,CV_Saldo_Golos_A_FT,PPJ_A,CV_PPJ_A,Power_Ranking_HT_A,CV_Power_Ranking_HT_A,Power_Ranking_FT_A,CV_Power_Ranking_FT_A,Average_Goals_Scored_by_Away_Teams,Average Goals Conceded by Away Teams,Media_Total_1HT_A,CV_Media_Total_1HT_A,Media_Total_2HT_A,CV_Media_Total_2HT_A,Media_Geral_GM_A,Media_Geral_GS_A,Media_GM_A_6j,Media_GS_A_6j,Media_primeiro_gol_away,Media_primeiro_gol_away_sofrido,Porc_Marcou_Primeiro_Golo_A,Porc_Marcou_Primeiro_Golo_A_1P,Porc_Sofreu_Primeiro_Golo_A,Porc_Sofreu_Primeiro_Golo_A_1P,media_chutes_away,media_chutes_por_gol_A,media_movel_chutes_por_gol_A,media_ataques_perigosos_por_gol_A,media_movel_ataques_perigosos_por_gol_A,media_cartoes_amarelos_A,media_movel_media_cartoes_amarelos_A,media_cartoes_vermelhos_A,media_movel_media_cartoes_vermelhos_A,Media_FT_Corners_A_MAR,CV_Corners_A_MAR,Media_FT_Corners_A_SFR,CV_Corners_A_SFR,Media_VG_A,CV_VG_A,Media_CG_A,CV_CG_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Over15FT_Away,Porc_Over25FT_Away,Porc_BTTS_Away,Porc_Away_Win,0x0_Away,1x0_Away,1x1_Away,0x1_Away,2x0_Away,2x1_Away,2x2_Away,0x2_Away,1x2_Away,3x0_Away,3x1_Away,3x2_Away,3x3_Away,0x3_Away,1x3_Away,2x3_Away,Goleada_Away,O_qualquer_Empate_Away
ESPANHA - LALIGA,2024-01-03,21:30,RONDA 19,Girona,Atl. Madrid,1,4,2.661220043572985,3.6192592592592594,2.874117647058824,1.33,3.25,1.22,4.33,1.7,2.1,2.75,1.44,1.57,2.25,0.375767498976668,0.2762996316004912,0.34793286942284074,0.1256978281581539,1.4036021285304954,1.3200982398690133,0.33,0.68,0.67,0.49,2.17,0.15,1.33,0.56,2.33,0.43,1.45,1.09,1.17,0.15,2.0,0.05,1.8,1.04,2.33,1.67,58.0,29.2,16.67,16.67,16.67,16.67,5.0,0.0,2.02,0.0,31.56,1.8,1.8,0.09,0.09,5.17,0.67,4.0,0.48,0.42,0.79,4.13,0.83,50.0,50.0,50.0,83.33,66.67,66.67,66.67,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.33,1.61,1.17,0.76,1.5,0.23,1.0,0.64,1.17,0.74,1.09,1.45,0.83,0.28,1.83,0.13,1.61,1.15,2.17,1.0,33.5,28.0,33.33,33.33,16.67,16.67,5.33,,2.57,,15.24,1.8,1.8,0.09,0.09,4.0,0.31,6.17,0.7,0.55,1.12,4.66,1.13,83.33,33.33,16.67,83.33,66.67,16.67,50.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0
GRÉCIA - SUPER LIGA,2024-01-04,16:00,RONDA 16,Panetolikos,Panserraikos,12,11,2.305494505494506,3.4058441558441563,3.6678321678321684,1.44,2.63,1.33,3.25,2.08,1.73,3.75,1.25,1.91,1.91,0.43374642516682543,0.2936129647283126,0.27264061010486174,0.21455141584175969,1.5948522402287888,1.1115347950428978,-0.17,-1.22,-0.17,-2.25,1.33,0.19,0.17,4.92,0.17,7.25,1.37,1.08,0.5,0.33,1.0,0.36,0.85,1.32,1.0,1.17,33.33,13.67,33.33,33.33,16.67,16.67,5.67,0.0,3.78,0.0,24.39,1.8,1.8,0.09,0.09,4.0,0.5,5.17,0.3,0.27,1.04,2.38,1.05,83.33,33.33,16.67,66.67,33.33,16.67,33.33,10.0,0.0,10.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,-0.17,-2.5,-2.0,-0.49,0.33,0.26,0.17,3.33,-3.67,-0.16,1.08,1.37,0.67,0.37,2.17,0.22,0.79,1.28,0.83,2.83,22.0,52.0,16.67,16.67,16.67,16.67,2.5,1.0,1.5,1.0,11.12,1.8,1.8,0.09,0.09,2.5,0.67,5.5,0.59,0.38,1.7,3.22,1.68,66.67,50.0,33.33,66.67,50.0,33.33,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
GRÉCIA - SUPER LIGA,2024-01-04,18:00,RONDA 16,Atromitos,Kifisias,8,13,1.85,3.7,5.285714285714286,1.4,2.75,1.29,3.5,1.9,1.9,3.25,1.33,1.8,1.95,0.5405405405405405,0.27027027027027023,0.1891891891891892,0.45063059460900173,1.8918918918918917,0.8378378378378377,0.0,1.0,0.5,0.49,1.67,0.1,0.33,2.93,2.17,0.4,1.37,1.08,0.33,0.38,1.5,0.18,1.26,1.1,1.33,0.83,54.4,49.25,0.0,0.0,16.67,16.67,2.83,0.0,2.23,0.0,43.9,1.8,1.8,0.09,0.09,3.33,0.41,2.0,0.71,0.28,0.66,2.55,0.68,66.67,0.0,33.33,83.33,16.67,66.67,33.33,10.0,0.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-1.0,-0.43,-1.5,-0.59,0.33,2.13,-3.33,-0.76,-3.17,-0.84,1.08,1.37,0.0,1.0,1.5,0.17,1.44,1.14,0.5,2.0,77.33,28.2,16.67,16.67,0.0,0.0,1.83,1.0,3.0,1.0,37.0,1.8,1.8,0.09,0.09,3.17,0.47,5.17,0.42,0.28,1.07,3.56,1.16,83.33,16.67,16.67,83.33,66.67,50.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0
ESPANHA - LALIGA,2024-01-04,17:00,RONDA 19,Osasuna,Almeria,12,20,1.7598684210526316,4.266347687400319,5.066287878787879,1.36,3.0,1.29,3.75,1.87,2.03,3.2,1.36,1.8,1.95,0.5682242990654205,0.23439252336448596,0.19738317757009347,0.5003363703906403,1.9390654205607474,0.8265420560747663,0.0,1.0,-0.33,-1.21,1.0,0.38,0.67,1.26,-0.33,-3.11,1.45,1.09,0.5,0.33,1.33,0.25,1.04,1.26,1.0,1.33,27.75,36.75,0.0,0.0,16.67,0.0,3.17,0.0,2.62,0.0,39.62,1.8,1.8,0.09,0.09,4.33,0.7,5.17,0.44,0.3,0.91,2.6,0.84,66.67,33.33,33.33,83.33,16.67,50.0,16.67,10.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,-1.0,-0.43,-2.17,-0.34,0.0,1.0,-2.67,-0.25,-5.17,-0.18,1.09,1.45,0.67,0.19,1.5,0.14,1.19,1.75,0.83,3.0,31.0,35.17,0.0,0.0,66.67,50.0,3.5,0.0,3.62,0.0,29.25,1.8,1.8,0.09,0.09,5.0,0.4,7.67,0.31,0.52,0.9,5.6,1.01,83.33,66.67,16.67,83.33,83.33,66.67,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
ESPANHA - LALIGA,2024-01-04,19:15,RONDA 19,Sevilla,Ath. Bilbao,14,5,3.3208556149732624,3.6422287390029324,2.3567362428842507,1.4,2.75,1.3,3.5,2.03,1.87,3.5,1.3,1.8,1.95,0.3011272141706924,0.2745571658615137,0.4243156199677938,0.19572671091674293,1.1779388083735909,1.547504025764895,0.17,1.76,0.83,0.59,1.67,0.17,0.83,0.64,2.5,0.46,1.45,1.09,0.5,0.3,2.0,0.14,1.55,1.17,1.83,1.0,59.33,63.8,0.0,0.0,16.67,0.0,6.5,,4.8,,51.48,1.8,1.8,0.09,0.09,8.17,0.3,4.0,0.32,0.44,0.59,3.94,0.64,33.33,33.33,66.67,83.33,33.33,83.33,33.33,10.0,10.0,30.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.5,1.35,-0.17,-5.18,1.33,0.16,1.5,0.29,0.17,2.93,1.09,1.45,0.67,0.29,1.33,0.24,1.04,1.17,1.0,1.17,29.0,62.75,16.67,16.67,16.67,16.67,4.17,0.0,3.28,0.0,26.39,1.8,1.8,0.09,0.09,5.33,0.3,4.33,0.93,0.27,1.08,2.27,1.06,50.0,16.67,50.0,66.67,33.33,33.33,33.33,10.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-12,20:30,RONDA 17,Bayern,Hoffenheim,2,7,1.2440106951871657,9.037684537684537,11.695827048768226,1.14,5.5,1.07,9.0,1.25,4.0,1.67,2.2,1.75,2.0,0.8038516098525557,0.11064780982676353,0.0855005803206809,0.9985950596470693,2.5222026393844303,0.36714955078880623,1.67,0.17,3.67,0.18,2.67,0.05,4.0,0.1,6.33,0.2,1.83,1.35,1.83,0.16,3.33,0.09,3.2,0.9,4.5,0.83,20.0,59.0,0.0,0.0,50.0,16.67,10.0,0.0,2.41,0.0,17.95,1.8,1.8,0.09,0.09,7.67,0.14,2.17,0.62,0.27,0.38,5.38,0.44,83.33,83.33,16.67,100.0,100.0,50.0,83.33,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,0.0,1.33,0.68,0.83,1.67,2.17,0.29,4.0,0.54,2.5,0.54,1.35,1.83,1.5,0.39,1.83,0.09,1.45,1.83,2.17,1.33,19.67,50.0,16.67,16.67,50.0,50.0,4.83,0.0,2.94,0.0,23.89,1.8,1.8,0.09,0.09,3.67,0.46,7.17,0.23,0.97,0.48,7.58,0.54,83.33,66.67,16.67,100.0,66.67,83.33,66.67,0.0,10.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
PAÍSES BAIXOS - EREDIVISIE,2024-01-12,20:00,RONDA 17,Waalwijk,Heracles,16,15,2.411764705882353,3.6444444444444444,3.215686274509804,1.33,3.25,1.25,3.75,1.9,1.9,2.75,1.4,1.67,2.15,0.41463414634146345,0.27439024390243905,0.31097560975609756,0.17819072190490806,1.5182926829268295,1.2073170731707317,0.0,1.0,-0.67,-0.49,1.17,0.22,0.33,0.86,-1.0,-0.72,1.69,1.35,0.5,0.18,1.67,0.22,1.43,1.6,1.0,1.67,44.5,54.4,16.67,16.67,16.67,0.0,4.0,0.0,2.5,0.0,23.38,1.8,1.8,0.09,0.09,3.17,0.62,5.0,0.68,0.4,0.76,5.0,1.07,83.33,16.67,16.67,66.67,66.67,50.0,33.33,0.0,10.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,-1.33,-0.67,-0.83,-1.88,0.83,0.77,-2.67,-0.7,-1.5,-1.37,1.35,1.69,0.17,1.83,2.17,0.17,1.4,1.69,1.5,2.33,49.25,22.6,16.67,16.67,16.67,0.0,4.5,,2.17,,23.75,1.8,1.8,0.09,0.09,4.5,0.62,9.17,0.19,0.75,1.12,7.3,1.0,83.33,50.0,16.67,100.0,83.33,50.0,16.67,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0
FRANÇA - LIGA 1,2024-01-12,21:00,RONDA 18,Marseille,Strasbourg,6,9,1.5942028985507244,4.782608695652173,6.11111111111111,1.33,3.25,1.25,4.0,1.75,2.05,3.0,1.4,1.95,1.8,0.6272727272727273,0.20909090909090913,0.16363636363636366,0.6260198291158844,2.090909090909091,0.7000000000000001,1.0,0.25,1.67,0.13,2.33,0.09,3.33,0.28,4.0,0.17,1.52,1.24,1.0,0.14,0.67,0.65,1.78,1.04,1.67,0.0,12.75,,16.67,16.67,33.33,0.0,3.83,0.0,1.5,0.0,15.5,1.8,1.8,0.09,0.09,2.67,0.74,4.67,0.78,0.33,0.81,3.0,0.76,66.67,33.33,33.33,66.67,33.33,0.0,66.67,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.17,-0.79,-0.83,-0.93,0.83,0.33,-3.5,-0.44,-1.5,-0.64,1.24,1.52,0.0,1.0,1.0,0.07,1.22,1.54,0.67,1.5,83.0,26.4,33.33,33.33,33.33,33.33,1.33,0.0,1.75,0.0,35.75,1.8,1.8,0.09,0.09,3.17,1.11,3.0,0.91,0.34,0.76,3.33,0.81,83.33,33.33,16.67,83.33,33.33,50.0,16.67,0.0,0.0,30.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-13,15:30,RONDA 17,Augsburg,Leverkusen,11,1,5.385964912280702,5.116666666666667,1.6157894736842104,1.22,4.0,1.14,5.5,1.44,2.75,2.2,1.67,1.53,2.38,0.18566775244299674,0.19543973941368076,0.6188925081433225,0.6058807044507704,0.752442996742671,2.0521172638436482,0.0,1.0,0.33,0.95,1.83,0.12,0.33,2.37,1.67,0.52,1.83,1.35,0.83,0.16,1.67,0.1,1.36,1.52,1.83,1.5,40.17,39.83,66.67,66.67,0.0,0.0,4.0,0.0,2.61,0.0,27.22,1.8,1.8,0.09,0.09,3.33,0.28,4.5,0.11,0.6,0.44,4.54,0.43,83.33,50.0,16.67,100.0,83.33,100.0,50.0,0.0,10.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,1.17,0.42,1.83,0.42,2.67,0.13,3.5,0.31,4.5,0.29,1.35,1.83,1.5,0.24,1.67,0.15,1.95,1.37,2.67,0.83,15.17,34.67,33.33,33.33,33.33,33.33,5.33,0.0,2.08,0.0,19.56,1.8,1.8,0.09,0.09,4.17,0.47,4.0,0.72,0.65,0.4,5.7,0.39,100.0,83.33,0.0,100.0,100.0,50.0,83.33,20.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-13,15:30,RONDA 17,FC Koln,Heidenheim,17,9,2.111111111111111,3.8000000000000003,3.8000000000000003,1.33,3.25,1.22,4.33,1.73,2.1,2.75,1.44,1.62,2.2,0.47368421052631576,0.2631578947368421,0.2631578947368421,0.2977291710259148,1.6842105263157894,1.0526315789473684,-0.33,-0.38,-0.67,-0.42,0.67,0.26,-0.33,-1.32,-2.0,-0.35,1.83,1.35,0.33,0.32,1.67,0.25,1.49,1.24,1.0,1.67,35.25,39.83,66.67,50.0,0.0,0.0,6.0,,5.92,,58.92,1.8,1.8,0.09,0.09,8.0,0.39,4.33,0.83,0.32,1.1,2.36,1.06,66.67,33.33,33.33,83.33,50.0,66.67,16.67,0.0,0.0,20.0,20.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,-1.17,-0.62,-1.5,-0.76,0.17,3.63,-3.5,-0.49,-3.83,-0.51,1.35,1.83,0.33,1.16,2.0,0.13,1.19,1.55,1.17,2.67,53.8,17.0,16.67,16.67,33.33,33.33,2.5,0.0,1.8,0.0,26.7,1.8,1.8,0.09,0.09,3.83,0.26,5.17,0.72,0.89,0.64,13.62,0.74,100.0,66.67,0.0,100.0,83.33,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-13,15:30,RONDA 17,Freiburg,Union Berlin,8,15,2.246153846153846,3.7435897435897436,3.4761904761904763,1.4,2.75,1.3,3.5,2.02,1.88,3.5,1.3,1.8,1.95,0.4452054794520548,0.2671232876712329,0.2876712328767123,0.2386472793175938,1.6027397260273972,1.1301369863013697,0.17,1.03,0.33,0.61,1.83,0.14,1.5,0.34,1.67,0.37,1.83,1.35,1.17,0.21,1.17,0.12,1.78,1.15,1.83,1.5,34.67,17.25,33.33,33.33,16.67,0.0,4.83,0.0,2.94,0.0,28.19,1.8,1.8,0.09,0.09,6.17,0.45,3.67,0.6,0.48,0.54,3.87,0.46,83.33,66.67,16.67,83.33,50.0,66.67,50.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,-1.17,-0.67,0.5,0.57,-0.33,-1.34,-3.17,-0.36,1.35,1.83,1.0,0.37,1.5,0.11,1.29,1.73,1.17,2.33,13.67,27.17,66.67,66.67,33.33,33.33,4.67,,3.0,,26.92,1.8,1.8,0.09,0.09,4.83,0.26,4.67,0.32,0.42,1.11,3.6,1.11,83.33,50.0,16.67,83.33,66.67,50.0,16.67,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-13,15:30,RONDA 17,Mainz,Wolfsburg,16,10,2.338248847926267,3.7199413489736064,3.2948051948051944,1.33,3.25,1.25,4.0,1.8,2.0,3.0,1.4,1.62,2.2,0.42767047694126925,0.2688214426487978,0.30350808040993305,0.2045787849392692,1.5518328734726057,1.179345683878597,-0.17,-0.52,-1.0,-0.64,0.67,0.58,-0.17,-2.58,-2.33,-0.56,1.83,1.35,0.33,0.26,1.83,0.19,1.68,1.17,0.83,1.83,53.25,48.8,16.67,16.67,33.33,33.33,4.17,,3.62,,38.12,1.8,1.8,0.09,0.09,5.33,0.78,4.33,0.49,0.42,0.92,4.02,0.96,50.0,16.67,50.0,83.33,50.0,50.0,16.67,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,-0.17,-4.26,-2.0,-0.43,0.0,1.0,0.17,4.6,-5.0,-0.23,1.35,1.83,0.83,0.17,1.83,0.05,1.17,1.76,0.83,2.83,37.5,38.67,0.0,0.0,33.33,33.33,5.0,0.0,5.25,0.0,34.5,1.8,1.8,0.09,0.09,4.67,0.55,5.33,0.72,0.34,0.81,2.64,0.81,83.33,66.67,16.67,83.33,83.33,66.67,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-13,15:30,RONDA 17,RB Leipzig,Frankfurt,4,6,1.577189554094866,4.552820512820513,6.834488067744419,1.29,3.5,1.17,5.0,1.57,2.38,2.38,1.57,1.67,2.1,0.6340391980175715,0.21964406397837352,0.14631673800405495,0.6441843073620662,2.121761658031088,0.6585942779905384,1.67,0.24,2.0,0.28,2.33,0.11,4.0,0.16,4.33,0.09,1.83,1.35,2.0,0.16,1.0,0.17,2.5,0.98,2.67,0.67,15.2,49.0,33.33,33.33,16.67,16.67,6.67,0.0,2.23,0.0,15.57,1.8,1.8,0.09,0.09,6.33,0.5,2.5,0.72,0.48,0.8,4.81,0.67,83.33,83.33,16.67,83.33,83.33,50.0,66.67,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.17,3.83,0.33,4.1,1.33,0.39,-0.17,-9.57,0.67,2.65,1.35,1.83,0.83,0.46,1.5,0.1,1.4,1.74,1.67,1.33,42.2,37.6,33.33,16.67,0.0,0.0,4.33,,3.23,,18.73,1.8,1.8,0.09,0.09,3.5,0.68,5.83,0.83,0.67,0.74,5.4,0.77,83.33,33.33,16.67,100.0,66.67,66.67,33.33,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0
ALEMANHA - BUNDESLIGA,2024-01-13,18:30,RONDA 17,Darmstadt,Dortmund,18,5,5.295824486907289,4.76624203821656,1.6628888888888889,1.22,4.0,1.13,6.0,1.44,2.75,2.1,1.73,1.53,2.38,0.18882801015635442,0.20980890017372714,0.6013630896699185,0.5691573357931908,0.7762929306427904,2.0138981691834825,0.67,0.29,-0.33,-0.71,0.83,0.52,1.67,0.3,-1.0,-0.71,1.83,1.35,1.17,0.15,1.67,0.23,1.88,1.24,1.5,1.83,22.0,42.4,50.0,50.0,33.33,0.0,4.0,,2.73,,32.88,1.8,1.8,0.09,0.09,4.33,0.87,3.83,0.57,0.61,0.97,4.75,0.91,66.67,66.67,33.33,66.67,66.67,66.67,16.67,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,-0.17,-3.35,0.5,1.94,1.5,0.22,-0.5,-1.38,1.5,0.64,1.35,1.83,1.0,0.13,1.67,0.12,1.83,1.51,2.17,1.67,28.5,35.33,50.0,50.0,33.33,16.67,3.5,0.0,1.75,0.0,21.32,1.8,1.8,0.09,0.09,3.5,0.54,6.17,0.41,0.72,0.53,5.52,0.49,100.0,66.67,0.0,100.0,66.67,100.0,33.33,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,10.0,0.0
PAÍSES BAIXOS - EREDIVISIE,2024-01-13,16:30,RONDA 17,Sittard,Sparta Rotterdam,10,7,2.6493055555555554,3.3911111111111114,3.052,1.36,3.0,1.25,3.75,1.9,1.9,2.75,1.4,1.62,2.24,0.3774574049803408,0.2948885976408912,0.327653997378768,0.10184085022313201,1.4272608125819137,1.2778505897771952,0.67,0.46,0.67,0.38,1.83,0.08,1.0,0.68,2.0,0.17,1.69,1.35,1.0,0.27,1.33,0.18,1.29,1.57,1.67,1.0,22.0,52.25,16.67,16.67,16.67,0.0,6.67,0.0,3.11,0.0,17.75,1.8,1.8,0.09,0.09,6.67,0.63,5.5,0.29,0.32,1.08,2.97,1.03,66.67,33.33,33.33,66.67,66.67,50.0,50.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,0.0,1.0,0.5,2.86,1.67,0.19,1.0,0.82,1.17,0.91,1.35,1.69,0.5,0.58,1.5,0.13,1.27,1.3,1.5,1.0,40.25,43.75,50.0,33.33,33.33,33.33,5.33,0.0,3.27,0.0,28.73,1.8,1.8,0.09,0.09,5.33,0.32,4.83,0.34,0.54,1.01,3.98,1.0,50.0,33.33,50.0,66.67,50.0,50.0,50.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0
PAÍSES BAIXOS - EREDIVISIE,2024-01-13,18:45,RONDA 17,Twente,Alkmaar,3,4,2.4431372549019605,3.61159420289855,3.186700767263427,1.33,3.25,1.2,4.0,1.8,2.0,3.0,1.33,1.6,2.27,0.4093097913322633,0.27688603531300165,0.31380417335473515,0.16739272128735755,1.5048154093097916,1.218298555377207,0.5,0.34,0.33,1.52,2.17,0.08,2.17,0.2,2.0,0.62,1.69,1.35,0.83,0.16,1.83,0.25,2.18,0.8,1.67,1.33,32.8,53.25,0.0,0.0,0.0,0.0,5.0,0.0,3.17,0.0,40.37,1.8,1.8,0.09,0.09,6.0,0.61,3.83,0.71,0.41,0.99,3.7,0.82,83.33,16.67,16.67,66.67,66.67,50.0,66.67,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,1.0,1.17,1.29,2.17,0.19,0.33,2.21,2.83,0.32,1.35,1.69,0.33,0.41,1.83,0.26,1.74,1.14,1.83,0.67,46.6,57.0,33.33,33.33,50.0,50.0,4.67,9.0,2.7,49.0,27.33,1.8,1.8,0.09,0.09,6.0,0.38,2.33,1.69,0.45,0.64,3.74,0.58,66.67,0.0,33.33,83.33,50.0,50.0,66.67,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,30.0,10.0,10.0,0.0,0.0
